readlen	start	end	fl	stranded	orig_strand	orig_adapter_config	adapter_config	lab	read_id
458	34	492	False	True	-	adapter2_r	adapter2_f	single_adapter2	5f14427b-d4c0-4598-a6b5-86a0483dcb8a_0
613	33	646	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	5f9eaac9-7efd-482c-b4a8-28094cb6a49f_0
414	36	450	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	60353d45-a72d-4146-86f9-6c914fb8bcdb_0
237	64	301	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	60695a91-8aa3-491b-9d28-599c0291809f_0
713	35	748	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	609f2af2-59ff-49d2-b5f9-1683d3f021ee_0
366	32	398	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	60c386ea-4172-4ad5-8b85-9ec3597b104e_0
610	0	610	False	True	+	adapter2_f	adapter2_f	single_adapter2	60c4708a-7f58-4ae8-a49b-f507c9d6cc5d_0
90	36	126	False	True	+	adapter1_f	adapter1_f	single_adapter1	610bc81e-b8df-4e9e-9e50-1a38eae86f8c_0
474	32	506	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	61149d7f-a8ce-4e8c-933a-a43d25a9e37a_0
152	32	184	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	611810c4-1589-47e2-97d4-41f532c73d19_0
417	33	450	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6201b316-9336-4e17-9b3e-40a2b7ab796a_0
377	33	410	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	638adec5-ed69-4669-9f0b-a962cdcbf5ae_0
222	31	253	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	63b6a1dd-5eaa-433e-a8b5-3768fef4af0d_0
766	35	801	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	63cde87d-7de5-4da4-94b1-d4cbbeb27af3_0
219	0	219	False	True	-	adapter1_r	adapter1_f	single_adapter1	64186146-f3ad-41a8-b9cc-2e4a5f674b33_0
263	34	297	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	642aad0b-7820-4bf2-adbe-14a53cc7ba15_0
928	0	927	False	False	*	adapter1_f-adapter2_r	adapter1_f-adapter2_r	other	6446b73c-b4bb-4e05-b080-2d8523ec253e_0
123	33	156	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	646b21e6-cad6-4f45-935d-447c42c8726a_0
102	57	159	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	64768727-8855-4c07-8172-0f238a9dd703_0
92	39	131	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	649c8da0-9415-4328-953e-7b06576c9e32_0
819	39	858	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	64f414ac-79b0-46d0-a8a4-2bc58b5fe43a_0
1095	30	1125	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6530ac2e-da8a-4ca2-b3e8-4a88785fe855_0
239	32	271	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	65625f37-dd6e-4ef1-a04c-26bc854c9d66_0
595	32	627	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	656c6971-27d6-4893-a94e-28ec71dc62ab_0
139	34	173	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	65b7ae3a-f4df-4a88-bb3f-3c5bb56e30ab_0
301	0	300	False	False	*	*	*	no_adapters	65caf254-df73-4184-8cab-f31a25a120d6_0
102	44	146	True	True	-	adapter2_r-adapter1_r-adapter1_f	adapter1_f-adapter2_f	full_len	65d113d8-1d90-4a3a-a7a7-ac50b7c70e0e_0
356	32	388	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	65dd6f67-ea61-412d-b222-6ad385b56ae7_0
794	34	828	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6683ddf2-b263-41ad-a0f3-9b7145bc081c_0
111	38	149	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	66a81895-5315-44c3-9ab2-6e7780ba9787_0
129	41	170	False	True	-	adapter2_r	adapter2_f	single_adapter2	6757ebc4-482a-4ed1-b4f4-fbcddf6c1a55_0
111	34	145	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	676497d9-6039-444e-9723-004d1ed5e6cc_0
258	59	317	False	True	-	adapter2_r	adapter2_f	single_adapter2	67d0124c-a84e-4927-81f2-5c413efa276f_0
91	35	126	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	67dd79c8-a63b-4369-a660-e1d5b0978dd1_0
876	32	908	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	67f9e010-0cc1-4a09-9816-13cf4f2710e5_0
1113	35	1148	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	682a52a1-aaad-4d42-bf90-b27aabf501e1_0
92	27	119	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	68666bf4-7e2f-4875-9456-1dd4a60e7f42_0
239	33	272	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	68740c11-bdc5-4f47-8963-c63d280f6856_0
168	41	209	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	68a5d11a-52a0-4094-9297-e9a3c32ec017_0
380	55	435	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	68b23b88-3c2d-4e34-8aae-26a5f660f869_0
174	50	224	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	68d31e8c-6a99-4cc0-bc21-b374de8d91eb_0
125	45	170	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	68eeb653-b74c-4b9f-81ed-61bd2d6d8429_0
337	39	376	False	True	-	adapter2_r	adapter2_f	single_adapter2	6978e769-40a9-4e5f-8084-79f1963f36c1_0
787	35	822	False	True	-	adapter2_r	adapter2_f	single_adapter2	6981bfff-5f47-4908-b0fc-29682deabf42_0
100	34	134	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	69dbcbda-d0d1-4147-b72a-539451920853_0
424	46	470	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	69e54b1a-4d64-4500-b0f5-d598d7d356d9_0
172	37	209	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6a8bbf81-0ca5-4eee-9027-60535f326ab9_0
660	39	699	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6aabe2dc-9f16-4919-b853-af61201f1b24_0
366	37	403	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6af5b1cc-ca07-4274-8dbf-363ad17456e6_0
87	0	86	False	False	*	adapter1_r-adapter1_f	adapter1_r-adapter1_f	double_adapter1	6b26393b-c4ca-47d0-9ae8-c00a4b7fc55c_0
398	24	422	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6b9e3cf5-b2c4-4316-a361-2b0d70498902_0
251	38	289	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6c63e3ab-07aa-4ff7-b4ae-383a9e8c9d5b_0
89	36	125	False	True	+	adapter1_f	adapter1_f	single_adapter1	6ca85ece-db07-4a74-9fe5-6e3c66707c9c_0
136	34	170	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6cecd0a0-8144-4715-b318-f146d3f59e9a_0
558	1	559	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	6cfdc8d9-3e97-466e-98dc-511bf59f8112_0
304	38	342	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6d007979-36e0-48f0-ba52-83689e35f601_0
387	33	420	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	6d452f1b-75c6-4a63-a9f4-352963915274_0
674	0	674	False	True	+	adapter2_f	adapter2_f	single_adapter2	6d6f9799-3c06-4a5e-9763-9d3ca2743be2_0
123	33	156	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6deabd16-e693-44cb-9143-83bc1d12fe42_0
93	32	125	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6e142abe-6433-4256-95bb-8e8b62aeb322_0
236	36	272	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6e14fcdf-09ac-41d7-9d10-560be033f3dd_0
188	35	223	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6e8b2755-a41f-4dc2-a3f7-98f257a6d028_0
545	37	582	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6ee7d20b-2b9f-47a0-b493-f5ec27dd0aef_0
228	38	266	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	6f96b704-bebb-4781-8be8-a589da2a9a99_0
112	34	146	False	True	-	adapter2_r	adapter2_f	single_adapter2	6ff4e77d-c577-404d-b90e-1f2677d1be26_0
